Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
19025,CCCC(=O)CCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.345007139,100
12163,CCCCCCC,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,0.87,100
1450,C1CCCCC1,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0.88,100
8283,CC#N,C(CCCCCCC#N)CCCCCC#N,-0.29,100
7314,CCCCCC,C1COC(=O)O1,3.401197382,100
379,C1=CC=CC=C1,CCCCCCC,0.198850859,100
251,C1=CC=CC=C1,CC1COC(=O)O1,0.875468737,100
2016,C1CCCCC1,CC1=CCC2CC1C2(C)C,0.076961041,100
19295,CCCCC=C,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,0.41,100
3020,CCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,0.32,100
460,C1=CC=CC=C1,CN(C)C=O,0.300104592,100
2939,CCCCCC,C1=CC=C(C=C1)N,2.079441542,100
14282,CCO,C(CCCCCCC#N)CCCCCC#N,0.28,100
19606,CCCO,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,0.425267735,100
8005,C1CCCCC1,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,0.36,100
3550,CCOC(=O)C,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0.11,100
3304,C1CCCCC1,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,-0.27,100
11451,CCCC1=CC=CC=C1,CCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCC,-0.30924625,100
12529,CC1=CCC2CC1C2(C)C,CC1=CC=CC=C1,0.182321557,100
11431,CCCCCCC,C(COCCOCCOCCO)O,3.394166053,100
19926,CCC1=CC=CC=C1,C(CNCCNCCNCCN)N,1.985130862,100
