Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
4736,C(=S)=S,C[N+](=O)[O-],2.714694744,20
15010,C(Cl)(Cl)(Cl)Cl,C(CCl)Cl,0.683096845,20
17314,CCO,CCCCCCCCCCCCCC,3.977810746,20
8172,CCCCCCC,CN(C)C=O,3.17805383,20
5890,CO,C1=CC=C(C=C1)C#N,1.547562509,20
7572,CC(=C)C=C,C(CCl)Cl,0.518793793,20
1502,C1=CC=CC=C1,CC1=CC=C(C=C1)C,-0.010050336,20
2944,CCCCC,C1=CC=C(C=C1)N,2.981633349,20
6964,C1CCCCC1,C[N+](=O)[O-],3.605497845,20
4051,CCCCC=C,CCCCCCCCO,0.887891257,20
13105,CCCCCCC,CCCCOCCCC,0.0,20
6055,C(Cl)(Cl)(Cl)Cl,C1=CC=CC=C1,0.122217633,20
3753,CCBr,CCCCCCCC,0.524728529,20
8305,CCOC(=O)C,CCCCN(CCCC)C(=O)C1=CC=CC=C1,0.563038495,20
11581,CCBr,C1CCC(=O)CC1,-0.040821995,20
2902,CC(C)CC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-0.350976923,20
7777,CCC(C)C,CC1=CC=NC2=CC=CC=C12,1.822935087,20
7779,CCCC(=C)C,CC1=CC=CC2=CC=CC=C12,0.936093359,20
9713,C1=CC=CC=C1,CC[N+](=O)[O-],0.598836501,20
923,CCCCCC,C1=CC=CC=C1,0.802001585,20
8211,CC(C)C=C,CCCCCCC,-0.030459207,20
12312,CC(=O)C,CCC(=O)C,0.048790164,20
7782,CCCCCC=C,C1=CC=C2C(=C1)C=CC=N2,1.811562097,20
10959,CCBr,CCCCCl,0.019802627,20
16959,CCCCCCC,C1=CC=C2C(=C1)C=CC=C2Cl,1.266947603,20
14255,CC(=O)C,C1=CC=C(C=C1)N,-0.223143551,20
5937,C(=S)=S,CC1=CC=CC=C1,0.2390169,20
10291,CCCCC,CC(C)CC(C)(C)C,-0.020202707,20
939,CC(=C)C=C,C1CCC(=O)CC1,0.392042088,20
11439,CCCCO,CCCCCCCCCCCCCC,3.575150689,20
16686,CC(C)O,CCCCCCCCCC,3.678829118,20
11689,CC1CCCCC1,C1=CC=C2C=NC=CC2=C1,1.891604804,20
5086,CC(C)[N+](=O)[O-],CCCCCC=C,1.927746178,20
12453,C1CCC=CCC1,CN1CCCC1=O,1.458615023,20
14295,C=CCCCC=C,CCC#N,1.468335071,20
7576,CCCC=C,CC[N+](=O)[O-],1.648658626,20
5438,CCCC(C)C,C1=CC=C2C(=C1)C=CC=C2Cl,1.345472367,20
3932,CCI,C[N+](=O)[O-],1.818076778,20
19635,CCCCC,CCCCOCCCC,0.0,20
16169,C(Cl)(Cl)Cl,CC(C)[N+](=O)[O-],-0.127833372,20
1603,C1CCOC1,CC(C)CC(C)(C)C,0.3074847,20
15168,C1CCCC1,C1=CC=C2C(=C1)C=CC=C2Cl,0.727548607,20
3671,C1=CC=CC=C1,CC1=CC=CC=C1,-0.010050336,20
12330,CCCCCCC,CC(C)[N+](=O)[O-],2.029463172,20
13019,C(=S)=S,C1=CC=C(C=C1)N,1.261297871,20
12364,CCCCCC=C,CCOC(=O)C,1.252762968,20
3253,CCCC=C,CN1CCCC1=O,1.987874348,20
1094,CCN(CC)CC,CC1=CC=CC=C1,0.19062036,20
5856,C(Cl)(Cl)(Cl)Cl,CCC(=O)C,0.500775288,20
2900,CCCCC(C)C,CC1=CC=CC2=CC=CC=C12,1.353254507,20
683,CCCCCCC,CC#N,3.945651186,20
1112,CCCCCC,CCCCCCCCCCCCCCCC,-0.105360516,20
4927,CCCCCC=C,C(CO)O,6.230481448,20
7096,CC[N+](=O)[O-],C=CCCCC=C,2.038228846,20
6027,CI,CC1=CC=C(C=C1)C,0.058268908,20
5437,CCCC(C)(C)C,CC1=CC=NC2=CC=CC=C12,2.093097868,20
2913,C1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-0.746547957,20
1557,C(Cl)(Cl)(Cl)Cl,CC[N+](=O)[O-],1.208960346,20
3456,CCCCO,CCCCCCCCCCCCCCCC,3.540959324,20
3436,CCO,CCCCCCCCCCCCCCCC,3.919991175,20
218,CCCCCC,CCCCCCC,0.0,20
8102,CI,CCOC(=O)C,0.292669614,20
3736,CCBr,CCCCCCC,0.482426149,20
10269,CCO,CC(C)CC(C)(C)C,3.828641396,20
10232,CC[N+](=O)[O-],CCCCCCCC,2.949688335,20
13385,CCCCCCCCCCC=C,CN1CCCC1=O,2.721295428,20
2919,CCCCC,C1=CC=C2C(=C1)C=CC=C2Cl,1.232560261,20
8158,CC(=C)C=C,CC(C)CC(C)(C)C,-0.020202707,20
6111,CC(=O)C,CCCCO,0.875468737,20
2928,CC(C)C(C)C,CC1=CC=NC2=CC=CC=C12,1.906575144,20
9342,CC1=CC=CC=C1,CCCCNC(=O)C1=CC=CC=C1,0.584447764,20
84,C1CCCCC1,C1=CC=C2C(=C1)C=CC=N2,1.736951233,20
10248,CC#N,CCCCCCCC,3.443618098,20
11579,CCCC=C,C(CCl)Cl,1.071583616,20
4679,CCCCCCC,CCCCCCCCCCCCCCCC,-0.083381609,20
13388,C1CCC/C=C\CC1,CN1CCCC1=O,1.568615918,20
1385,CCCCCC,CC1=CC=CC=C1,0.741937345,20
13707,C(=S)=S,C(CCl)Cl,0.947789399,20
17697,CCCCC=C,CC1=CC=NC2=CC=CC=C12,1.470175845,20
17700,CC(C)CC(C)(C)C,C1=CC=C2C(=C1)C=CC=C2Cl,1.5518088,20
2937,CCC=C(C)C,C1=CC=C(C=C1)N,2.508785924,20
11059,CCO,C1=CC=C(C=C1)[N+](=O)[O-],2.370243741,20
4678,CCCCCCC,CCCCCCCCCCCCCCCC,-0.089924708,20
3983,C(CCl)Cl,CCCCO,1.071583616,20
8356,CC(C)CO,C(Cl)(Cl)(Cl)Cl,2.917770732,20
6045,C(=S)=S,CC(C)[N+](=O)[O-],1.393766376,20
2901,CCC=C(C)C,C1=CC=C2C=NC=CC2=C1,1.633154439,20
7685,C(Cl)(Cl)(Cl)Cl,COC1=CC=CC=C1,0.262364264,20
17313,CCO,CCCCCCCCCCCCCC,3.977810746,20
8266,CCCCCCC,CCCCO,1.945910149,20
17698,C1CCCCC1,C1=CC=C2C=NC=CC2=C1,1.743968805,20
8207,CC[N+](=O)[O-],CCCCCCC,2.985681938,20
457,C1=CC=CC=C1,CC#N,1.160020917,20
11518,CCI,C1CCC(=O)CC1,0.122217633,20
1966,CC(C)(C)C,CCCCCCCCCCCC,0.116003676,20
6733,CC(C)OC(C)C,CCCCCCCCCCO,0.173953307,20
924,CCCCCC,C1=CC=CC=C1,0.792992516,20
8888,CCCCC,CC1=CC=CC2=CC=CC=C12,1.223775432,20
5835,CCC#N,CCCCCCC,3.175132902,20
8131,C(CCl)Cl,C1=CC=C(C=C1)[N+](=O)[O-],0.086177696,20
112,CCC(C)C,C1=CC=C(C=C1)N,3.010128154,20
15902,C1CCCCC1,CC(C)CC(=O)C,0.698134722,20
6967,CCCCCC,C(Cl)(Cl)(Cl)Cl,0.285178942,20
7100,CC1=CC(=CC=C1)C,C(CO)O,4.905274778,20
839,CCCC=C,CN(C)C=O,1.945910149,20
15646,CCO,CCC1=CC=CC=C1,3.000719815,20
17047,CCO,C1=CC=C(C=C1)CCl,2.493205453,20
5443,CCCC(=C)C,C1=CC=C2C(=C1)C=CC=N2,1.695615609,20
9829,C1=CC=CC=C1,COC1=CC=CC=C1,0.048790164,20
10968,CC(=C)C=C,CC[N+](=O)[O-],0.928219303,20
6173,CC(=O)C,CCO,0.867100488,20
5870,CCO,CC(=O)C1=CC=CC=C1,1.286474026,20
102,C1=CC=CC=C1,CC1=CC=CC2=CC=CC=C12,0.270027137,20
11617,CC#N,CCCCCC=C,3.040705639,20
10215,C1CCCCC1,C(CCl)Cl,1.371180723,20
1568,CC(=O)C,C(Cl)(Cl)(Cl)Cl,1.160020917,20
948,CC(=C)C=C,C1=CC=C(C=C1)[N+](=O)[O-],0.875468737,20
18415,CCO,CCCCCCCCCCCC,4.02356438,20
5902,C(Cl)Cl,CCOC(=O)C,-0.713349888,20
10348,CC(C)[N+](=O)[O-],CCCCCCC,2.542389085,20
14228,C1CCCC1,CN1CCCCCC1=O,1.435084525,20
3674,CCCC=C,C1=CC=CC=C1,0.542324291,20
8154,CC(=C)C=C,CC(C)[N+](=O)[O-],0.741937345,20
10191,C(Cl)(Cl)(Cl)Cl,CCOC(=O)C,0.242161557,20
4022,CCBr,CCCCCCCCO,0.688134639,20
10243,CCCCC,CC(C)[N+](=O)[O-],1.871802177,20
9136,CC1=CC=CC=C1,CCCCCCO,0.928219303,20
6052,C(Cl)(Cl)(Cl)Cl,CCCCO,0.982078472,20
6866,C1CCCCC1,CC1=CC=CC2=CC=CC=C12,0.97455964,20
8353,CC1=CC=CC=C1,CN(C)C=O,0.746687947,20
17299,CCCCC,CCCCNC(=O)C1=CC=CC=C1,1.577121311,20
3646,C(=S)=S,C1=CC=CC=C1,0.39877612,20
19133,C1=CC=CC=C1,CCCCNC(=O)C1=CC=CC=C1,0.459953293,20
7423,CCC#N,CCCCCC=C,2.48823444,20
3396,CO,CCCCCCCCCCCCCCCC,4.247065649,20
5155,C1=CC=CC=C1,C(CCC#N)CC#N,0.770108222,20
10218,CCI,CCCCCl,0.254642218,20
16304,C(CCl)Cl,COC1=CC=CC=C1,-0.061875404,20
1392,C1CCCCC1,C1=CC=CC=C1,0.553885113,20
9225,CI,C1=CC=C(C=C1)C#N,0.457424847,20
15030,CCCCCCC,CC[N+](=O)[O-],2.988204007,20
1765,C(=S)=S,CCCCCCCCO,0.559615788,20
2516,CCC#N,C=CCCCC=C,1.875334393,20
5955,C[N+](=O)[O-],C1=CC=CC=C1,1.272565596,20
1620,CCCCC=C,CN1CCCCCC1=O,1.648658626,20
8136,C(CCl)Cl,CCCCCCCC,1.064710737,20
1597,CC(=O)C,CCCCCl,0.530628251,20
8232,CCBr,C1=CC=CC=C1,0.009950331,20
17194,CCCCC#C,C(CCC#N)CC#N,1.508511994,20
17626,C1=CC=CC=C1,CC1=NC2=CC=CC=C2C=C1,0.378436436,20
10294,CCCCCC,COC1=CC=CC=C1,1.371180723,20
10185,CC(=O)C,C1CCC(=O)CC1,0.231111721,20
10439,CCCCC=C,CC1=CC=CC=C1,0.378436436,20
94,CCC(C)(C)CC,C1=CC=C2C=NC=CC2=C1,2.284421122,20
7044,CCCCCCC,CCCCCCO,1.35,20
475,CCCCCC,C1=CC=C(C=C1)[N+](=O)[O-],2.104134154,20
464,C1=CC=CC=C1,CN(C)C=O,0.385262401,20
3482,CCCO,CCCCCCCCCCCCCCCC,3.629660094,20
15694,C(Cl)(Cl)(Cl)Cl,CCCCN(CCCC)C(=O)C1=CC=CC=C1,0.494696242,20
9509,CC[N+](=O)[O-],CCCCCC=C,2.473171394,20
12329,CCCCCCC,CC(C)[N+](=O)[O-],2.17588744,20
8137,CC(C)C=C,CCOC(=O)C,0.717839793,20
3653,CC1=CC=CC=C1,C(CO)O,4.33073334,20
10278,CCC(=O)C,CC(C)CC(C)(C)C,1.350667183,20
14368,CCCCCC=C,CN1CCCC1=O,2.151762203,20
3649,CCI,C1=CC=CC=C1,0.122217633,20
10951,CCN(CC)CC,CCC#N,1.481604541,20
