Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
2390,C1CCCCC1,CC1=CSC(=N1)N,2.796061078,50
15237,CCCCCC,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,1.195738999,50
4761,CC(=O)C,C(CN(CCO)CCO)N(CCO)CCO,1.366091654,50
8794,CCCC(C)C,CCOC(=O)C1=CC=CC=C1,1.068153081,50
17850,CCCCCCCC=C,C(CO)O,7.064759028,50
9042,CC1=CC=CC=C1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.185649347,50
2756,CC1=CC=CC=C1,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,-0.13,50
10994,C1CCCC1,CC(C)(C)OC,0.09531018,50
17972,CO,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,0.896088025,50
5306,C1CCCCC1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,0.22,50
17998,CCO,CC(COC)OCC(C)OCC(C)OC,0.366031039,50
17340,CCCCCO,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC,0.418710335,50
16207,CCCCCCC,CCCCOP(=O)(OCCCC)OCCCC,0.647103242,50
13882,CC(=O)OC,CCCCOCCOCCOCCOCCCC,-0.179126666,50
1969,CC(=O)C,CC1=CC(=CC=C1)C,0.697139202,50
13260,C(CCl)Cl,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,-0.004008021,50
4712,CC1=CC=CC=C1,CCCCCCCCCCCCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.105360516,50
14694,C1=CC=CC=C1,CNC=O,1.576914721,50
2723,C1=CC=CC=C1,C(COCCC#N)C#N,1.022450928,50
19310,CC1=CC=CC=C1,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,-0.25,50
18151,CCCC(C)C,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,-0.123298216,50
14744,C1CCC=CC1,CCOC(=O)C1=CC=CC=C1C(=O)OCC,0.667829373,50
7464,C(Cl)(Cl)Cl,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,-0.47320876,50
15648,CCO,CCC1=CC=CC=C1,2.415913778,50
8729,CCC1=CC=CC=C1,CNC=O,2.239645293,50
19900,CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-0.776528789,50
7401,CC1CCCCC1,CC1=CSC(=N1)N,3.076021105,50
13247,CCCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,0.25,50
5136,CCCO,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.239803992,50
13843,CCCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,1.16,50
13059,CC(=O)C,CC(COC)OCC(C)OCC(C)OC,0.044973366,50
17285,C1CCCCC1,C1CS(=O)CCO1,3.295836866,50
18266,CC1=CC=CC=C1,C1CC(=O)NC1,1.401921617,50
9725,CC1CCCCC1,CN(C)C=O,2.424802726,50
9551,CO,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.305276381,50
15225,CCCCCC,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OCCCC,0.19,50
3246,CCCCC,CN1CCCC1=O,2.207174908,50
16085,CCO,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0.64,50
17056,C(=C(Cl)Cl)Cl,COCCOCCOCCOCCOC,-0.556869562,50
15864,CCCCCCC,C(COCCC#N)C#N,4.634728988,50
5117,CC1=CC=CC=C1,CC1=CSC(=N1)N,1.757857918,50
17573,CCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,0.71,50
11546,C(Cl)(Cl)Cl,CCNC(=O)C,-0.531028331,50
6910,C1=CC=CC=C1,CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.067658648,50
17525,CCCCO,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC,0.542324291,50
1750,C(Cl)Cl,CCCCO,0.604315967,50
17063,CC=O,CCN(CC)C(=O)C,-0.038740828,50
14703,C1CCC=CC1,CNC=O,2.576421759,50
7817,CC1=CC=CC=C1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-0.390084006,50
8572,C1=CC=CC=C1,COCCOCCOCCOCCOC,-0.316081547,50
11497,CC1CCCCC1,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,0.52,50
10765,CC(=O)C,CNC=O,0.732367894,50
5031,C1=CC=CC=C1,CCCCCCCCCCCCCCC1=CC=CC=C1,-0.102,50
4938,CCCCC=C,C1COCCN1C=O,2.674148649,50
20037,CCO,C(CC#N)CC#N,1.223775432,50
6546,CC=O,CC(COC)OCC(C)OCC(C)OC,-0.06400533,50
4474,CCCCCCC,C1CC(=O)NC1,3.818591061,50
1196,CCCCCCC=C,CCOC(=O)C1=CC=CC=C1C(=O)OCC,1.358409158,50
19595,CCO,CCCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCCC,1.075002423,50
6216,CCCCCCCC,CCCCCCCCO,1.064710737,50
13650,CCCCC=C,C(CC#N)CC#N,3.194583132,50
14210,CCN(CC)CC,C1=CC=C(C=C1)O,1.481604541,50
14779,C(CO)O,CC(C)O,1.104925651,50
6916,CCOC(C)(C)C,C(CC#N)CC#N,2.617395833,50
7135,CC1CCCCC1,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,0.090754363,50
8768,CC1=CC=CC=C1,CC1COC(=O)O1,1.519513205,50
18006,C1CCOC1,CC(COC)OCC(C)OCC(C)OC,-0.396009949,50
19317,CCC1=CC=CC=C1,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OCCCC,-0.35,50
9449,CCCCCCC=C,CNC=O,3.589611452,50
15050,C(Cl)Cl,CC(COC)OCC(C)OCC(C)OC,-1.139434283,50
18362,CCC(=O)C,CCN(CC)C(=O)C,0.029558802,50
7396,C1CCCCC1,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,0.57,50
5709,CCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,0.13,50
12775,CC1CCCC1,CNC=O,3.08282698,50
