Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
173,CCCCCC,C1=CC=C(C=C1)O,2.578700529,75
185,CCCCCC,C(COCCOCCO)O,3.695606775,75
248,C1=CC=CC=C1,C(COCCO)O,1.975468951,75
289,C1=CC=CC=C1,C1=COC(=C1)C=O,0.806475866,75
314,C1=CC=CC=C1,CN1CCCC1=O,0.131028262,75
380,C1=CC=CC=C1,CCCCCCC,0.262364264,75
401,CCCCCC,C(COCCO)O,4.430935839,75
428,CCCCCC,CN1CCCC1=O,2.218115936,75
440,C1=CC=CC=C1,C(COCCOCCO)O,1.350667183,75
540,C1=CC=CC=C1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-0.65,75
587,C1=CC=CC=C1,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,-0.29,75
593,CCC1=CC=CC=C1,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,0.087,75
667,C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.002801198,75
706,CCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.142,75
764,CCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.158,75
922,CCCCCC,C1=CC=CC=C1,0.609765572,75
952,C1=CC=CC=C1,CCCCCC,0.385262401,75
995,C1CCCCC1,CN1CCCC1=O,1.763017,75
1012,CCCCCCC,C1=CC=CC=C1,0.524728529,75
1022,CCCCC,CCCCCCCC,0.058268908,75
1060,CCCCCC,CCCCCCCC,0.039220713,75
1087,CCCCCCCC,C1=CC=CC=C1,0.506817602,75
1091,C1=CC=CC=C1,CCCCCCCC,0.262364264,75
1161,C1CCCCC1,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OCCCC,-0.19,75
1163,CCC1CCCCC1,CCOC(=O)C1=CC=CC=C1C(=O)OCC,1.22,75
1167,CCCCCC=C,CCOC(=O)C1=CC=CC=C1C(=O)OCC,1.08,75
1177,CC1=CC=CC=C1,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,-0.58,75
1183,CCCCCC=C,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,-0.06,75
1187,C1=CC=CC=C1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,-0.26,75
1192,CCCCCCC=C,CCOC(=O)C1=CC=CC=C1C(=O)OCC,1.18,75
1203,C1CCCCC1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-0.007,75
1208,C1=CC=CC=C1,CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OCCCC,-0.53,75
1214,CCCCCCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,0.42,75
1335,CC1=CC=CC=C1,C1CCCCC1,0.438254931,75
1338,CC1CCCCC1,CC1=CC=CC=C1,0.246860078,75
1351,CC1CCCCC1,C1=CC=CC=C1,0.438254931,75
1353,CC1=CC=CC=C1,CCCCCC,0.418710335,75
1358,CC1CCCC1,CC1=CC=CC=C1,0.31481074,75
1360,CC1CCCC1,C1=CC=CC=C1,0.425267735,75
1373,CCCCCCC,CC1=CC=CC=C1,0.285178942,75
1376,CC1=CC=CC=C1,CCCCCCC,0.262364264,75
1379,CCCCCC,CC1=CC=CC=C1,0.438254931,75
1391,C1CCCCC1,C1=CC=CC=C1,0.494696242,75
1397,C1CCCCC1,C1=CC=CC=C1,0.371563556,75
1403,C1=CC=CC=C1,CCCCC,0.615185639,75
