Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
78,CCCCC,CC(=O)C,1.665818246,35
267,CCCCCC,CC(=O)C,1.871802177,35
277,CCCCCC,CC(=O)C,1.822935087,35
292,C1=CC=CC=C1,C1=COC(=C1)C=O,1.075002423,35
308,C1=CC=CC=C1,CN1CCCC1=O,0.300104592,35
369,CCCCCC,CN(C)C=O,2.734367509,35
420,CCCCCC,CN1CCCC1=O,2.778819272,35
463,C1=CC=CC=C1,CN(C)C=O,0.357674444,35
605,C1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC,0.378436436,35
618,CC1=CC=CC=C1,CCCCOP(=O)(OCCCC)OCCCC,-0.314710745,35
629,C(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-2.302585093,35
638,C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-0.634878272,35
641,C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-0.446287103,35
688,CCCCC,CC#N,2.93385687,35
758,C1=CC=CC=C1,CCCCCCCCCCCCCCCCCC,-0.041864204,35
925,CCCCCC,C1=CC=CC=C1,0.652325186,35
986,C1CCCCC1,CN1CCCC1=O,2.312535424,35
1005,C1CCCCC1,CCCCO,1.398716881,35
1055,CCO,CCCCCCCC,3.716008122,35
1110,CCCCCC,CCCCCCCCCCCCCCCC,-0.101313744,35
1111,CCCCCC,CCCCCCCCCCCCCCCC,-0.105360516,35
1137,CC/C=C/C=C,CCCCCCCCCCCCCCCC,-0.07575505,35
1231,CO,CC(=O)C,0.688134639,35
1323,CC(=O)C,CCCCCCC,1.78339122,35
1388,CCCCCCC,C(CO)N,6.563008906,35
1408,C1=CC=CC=C1,C(CO)N,2.856470206,35
1457,CCCCCC,CCCCCCCCCCCCO,0.75612198,35
1610,CCCC=C,CCCCCCCCCCCCO,0.58221562,35
1642,CC(=O)C,CCCCCCCC,1.728109442,35
1705,CCCCl,CCCCCCCCCCCCO,0.565313809,35
1729,C(Cl)(Cl)Cl,CCCCCCCCO,0.029558802,35
