Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
177,CCCCCC,C1=CC=C(C=C1)O,2.553343811,70
227,C1=CC=CC=C1,CS(=O)C,1.105256831,70
244,C1=CC=CC=C1,C(COCCO)O,1.870262531,70
295,C1=CC=CC=C1,CN1CCCC1=O,0.246860078,70
300,C1=CC=CC=C1,CN1CCCC1=O,0.364643114,70
334,C1=CC=CC=C1,C(CO)O,3.274878015,70
389,C1=CC=CC=C1,C1=CC=C(C=C1)O,0.963174318,70
408,CCCCCC,CN1CCCC1=O,2.451005098,70
414,CCCCCC,CN1CCCC1=O,2.152924318,70
430,C1=CC=CC=C1,C(COCCOCCO)O,1.450066964,70
467,C1=CC=CC=C1,CN(C)C=O,0.451075619,70
621,CC1=CC=CC=C1,CCCCOP(=O)(OCCCC)OCCCC,-0.287682072,70
632,C(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-1.832581464,70
647,C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-0.371063681,70
661,CCCCCCCC,CCCCCCCCCCCCCCCC,-0.080126044,70
669,C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.002784263,70
672,CCCCCCCCC,CCCCCCCCCCCCCCCC,-0.061875404,70
680,CCCCC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.335472736,70
696,CCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,-0.235722334,70
704,CCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,-0.301105093,70
722,C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCC,-0.274436846,70
727,CCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,-0.15431736,70
729,CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,-0.14387037,70
744,CC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.139262067,70
768,CCCCCCCCCC,CCCCCCCCCCCCCCCC,-0.044997366,70
773,CCCC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.363843433,70
793,C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.132389188,70
811,CC(=C)C=C,CC(=O)NC,1.355835154,70
814,C/C=C/C=C,CC(=O)NC,1.373715579,70
816,CC(C)C=C,CNS(=O)(=O)C,3.742420221,70
820,CC(C)C=C,CC(=O)NC,1.81319475,70
825,C/C=C\C=C,CC(=O)NC,1.342864803,70
866,C/C=C\C=C,CCNC(=O)C,1.022450928,70
871,CC(C)C=C,CNC=O,2.587764035,70
874,CC=C(C)C,CNC=O,2.549445171,70
876,CC(=C)C=C,CNC=O,1.976854953,70
881,C/C=C\C=C,CNC=O,1.95160817,70
885,CC=C(C)C,CCNC(=O)C,1.376244025,70
894,CC(C)C=C,CCNC(=O)C,1.398716881,70
897,CC(=C)C=C,CCC(=O)NC,1.071583616,70
966,C1CCCCC1,CS(=O)C,2.96217549,70
976,C1CCCCC1,CN1CCCC1=O,1.993338843,70
981,C1CCCCC1,CN1CCCC1=O,1.990610328,70
1007,C1CCCCC1,CCCCO,1.223775432,70
1032,CCCCC,CCCCCCCCCC,-0.072570693,70
1038,CCCCCC,CCCCCCCCCC,-0.040821995,70
1073,CCO,CCCCCCCCCC,2.747270914,70
1127,CCCCCC,CCCCCCCCCCCCCCCC,-0.193584749,70
1138,CC/C=C/C=C,CCCCCCCCCCCCCCCC,-0.427710717,70
1219,CCCCCCC,CO,3.161246712,70
1281,CCCCCCC,C1CCS(=O)(=O)C1,3.972214592,70
1300,CC1=CC=CC=C1,C1CCS(=O)(=O)C1,1.21846725,70
1302,CCO,CCCCCCC,2.687847494,70
1320,CC(=O)C,CCCCCCC,1.451613827,70
1321,CC(=O)C,CCCCCCC,1.451613827,70
1339,CC1CCCCC1,CC1=CC=CC=C1,0.322083499,70
1347,CCC(=O)C,CCCCCCC,1.137833002,70
1469,CC1=CC=CC=C1,C(COCCOCCO)O,1.873385538,70
1516,CCCCCC,CCCCCCCCCC(=O)CCCCCCCCC,0.048790164,70
1522,CCCCCCC=C,CCCCCCCCCC(=O)CCCCCCCCC,0.0,70
1539,CCCO,CC(C(=O)O)O,0.378436436,70
1543,CCOC(=O)C,CC(C(=O)O)O,1.17557333,70
1600,CC(=O)C,CCCCCl,0.350656872,70
1614,CCCCC,CCCCCCCCC(=O)CCCCCCCC,0.076961041,70
1646,CCCCCCCC,C(C(CO)O)O,5.938327449,70
1697,CCCCCl,CCCCCCCCCC(=O)CCCCCCCCC,-0.328504067,70
1759,CCCCCCl,CCCCCCCCCC(=O)CCCCCCCCC,-0.261364764,70
1791,C1=CC=CC=C1,C(CCCCCC#N)CCCCC#N,-0.19,70
