Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
174,CCCCCC,C1=CC=C(C=C1)O,2.560323289,90
184,CCCCCC,C(COCCOCCO)O,3.559624618,90
245,C1=CC=CC=C1,C(COCCO)O,1.857859271,90
249,C1=CC=CC=C1,C(COCCO)O,1.953027617,90
313,C1=CC=CC=C1,CN1CCCC1=O,0.09531018,90
331,C1=CC=CC=C1,C(CO)O,3.150168627,90
400,CCCCCC,C(COCCO)O,4.411099882,90
415,CCCCCC,CN1CCCC1=O,2.00148,90
427,CCCCCC,CN1CCCC1=O,2.141241943,90
433,C1=CC=CC=C1,C(COCCOCCO)O,1.379093497,90
438,C1=CC=CC=C1,C(COCCOCCO)O,1.211940974,90
625,C(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-1.660731207,90
635,C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,-0.400477567,90
662,CCCCCCCC,CCCCCCCCCCCCCCCC,-0.084469157,90
671,CCCCCCCCC,CCCCCCCCCCCCCCCC,-0.065071997,90
679,CCCCC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.353821875,90
741,CC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.21319322,90
769,CCCCCCCCCC,CCCCCCCCCCCCCCCC,-0.047091608,90
772,CCCC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.387134151,90
791,C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-0.253602759,90
996,C1CCCCC1,CN1CCCC1=O,1.688249093,90
1130,CCCCCC,CCCCCCCCCCCCCCCC,-0.234457311,90
1141,CC/C=C/C=C,CCCCCCCCCCCCCCCC,-0.418550348,90
1283,CCCCCCC,C1CCS(=O)(=O)C1,3.718535339,90
1298,CC1=CC=CC=C1,C1CCS(=O)(=O)C1,1.17186275,90
1316,CC(=O)C,CCCCCCC,1.360976553,90
1364,CCCCCCC,CCC(=O)C,1.05431203,90
1472,CC1=CC=CC=C1,C(COCCOCCO)O,1.790458623,90
1477,CC1=CC=CC=C1,C(COCCOCCO)O,1.713797928,90
1495,CCCCCCCCC,C(COCCO)O,5.264760583,90
1511,CC1=CC=CC=C1,C(COCCO)O,2.354228326,90
1799,CCCO,C(CCCCCCN)CCCCCN,0.02,90
1803,CCCO,C(CCCCCCN)CCCCCN,0.084341148,90
1806,CC1=CC=CC=C1,C(CCCCCCN)CCCCCN,0.79,90
1807,CC1=CC=CC=C1,C(CCCCCCN)CCCCCN,0.845868268,90
1811,CCCC=C,C(CCCCCCN)CCCCCN,1.31,90
1815,CCCC=C,C(CCCCCCN)CCCCCN,1.32175584,90
1879,C1CCCC1,C1COCCN1C=O,2.026831591,90
1895,CCCCCCCC,C1COCCN1C=O,3.419364686,90
1909,CC(C)CC(=O)C,CCCCCCCCCCCCCCCCCCCCCCO,0.090754363,90
1922,CCC1=CC=CC=C1,C1COCCN1C=O,1.166270937,90
1929,C1=CC=C(C=C1)Cl,CCCCCCCCCCCCCCCCCCCCCCO,-0.130108685,90
1939,CC(C)O,C1COCCN1C=O,-0.069350078,90
2130,C1=CC=CC=C1,C(CNCCNCCNCCN)N,1.72455072,90
2144,CCO,C(CN(CCO)CCO)N(CCO)CCO,-0.061875404,90
2398,CO,C(CCCCCCN)CCCCCN,-0.04,90
2403,CO,C(CCCCCCN)CCCCCN,0.005982072,90
2415,CCC1=CC=CC=C1,C(COCCOCCOCCO)O,1.669365821,90
2447,CC1=CC=CC=C1,C(CN(CCO)CCO)N(CCO)CCO,1.497388409,90
2616,C1COC(=O)O1,CC=O,0.560757993,90
2727,C1CCCCC1,C(COCCOCCO)O,2.821378886,90
2821,CCCCC=O,CCCCCCCCCCCCCCCCCCCCCCO,0.177309015,90
3038,CC1=CC=C(C=C1)C,CCCCOP(=O)(OCCCC)OCCCC,-0.15082289,90
3052,C1=CC=CC=C1,CCCCOP(=O)(OCCCC)OCCCC,-0.527632742,90
3057,C1COCCO1,CCCCOP(=O)(OCCCC)OCCCC,-0.597837001,90
3249,CCCCC,CN1CCCC1=O,2.020222182,90
3254,CCCC=C,CN1CCCC1=O,1.386294361,90
3266,CCCC=C,CN1CCCC1=O,1.60743591,90
3270,CCC(C)C,CN1CCCC1=O,1.850028377,90
3354,C1CCCCC1,CCCCCCCCCCCCCCCC,-0.401971219,90
3468,C1=CC=CC=C1,C1CCS(=O)(=O)C1,0.815364813,90
3489,C1CCCCC1,CCC(=O)C,0.916290732,90
3512,CCCCCCC,CN1CCCC1=O,2.302585093,90
3535,CCCCO,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,0.0,90
3544,CCCO,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,0.029558802,90
3569,C1CCCCC1,C1=CC=C(C=C1)O,2.080690761,90
3577,CC1CCCCC1,C1=CC=C(C=C1)O,2.287471455,90
3602,CC1CCCC1,C1=CC=C(C=C1)O,2.16676537,90
3626,CCCCCCC,C(COCCO)O,4.557764064,90
3664,CC1=CC=CC=C1,C(CO)O,3.680090948,90
4093,CCCCl,C(CCCCCCN)CCCCCN,0.81,90
4160,C1CCCCC1,C1COCCN1C=O,2.397895273,90
4181,C1=CC=CC=C1,C1COCCN1C=O,0.593326845,90
4207,CC1=CC=CC=C1,CCCO,1.264126727,90
4210,C1=COC(=C1)C=O,CCCCCCCCCCCCCCCCCCCCCCO,1.139114232,90
4273,CCCCCCO,C(CO)N,1.146449618,90
4494,CCCO,C(CNCCNCCNCCN)N,0.157003749,90
4687,CCCCCCC,CCCCCCCCCCCCCCCC,-0.21319322,90
4701,CCCCCl,C(CCCCCCN)CCCCCN,0.89,90
4704,CCCCCl,C(CCCCCCN)CCCCCN,0.900567771,90
4760,CC(=O)C,C(CN(CCO)CCO)N(CCO)CCO,0.97455964,90
4790,C1CCCC1,CCCCCCCCCCCCCCCC,-0.478035801,90
4806,CC1CCCCC1,C(CCCCCCN)CCCCCN,1.28,90
4945,CCCCC=C,C1COCCN1C=O,2.354228326,90
4962,CCCCCO,C(CN(CCO)CCO)N(CCO)CCO,0.559615788,90
5058,C1=CC=CC=C1,C1COC(=O)O1,1.529961711,90
5211,CCCCCCCC,C(COCCOCCO)O,4.328509817,90
5214,CCCCCCCC,C(COCCOCCO)O,4.140910031,90
5357,CCCC(=O)CCC,CCCCCCCCCCCCCCCCCCCCCCO,0.145830448,90
5359,CC(=O)OC,CCCCCCCCCCCCCCCCCCCCCCO,0.138021298,90
5587,CCCCCCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC,0.896088025,90
5733,CCC1=CC=CC=C1,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,-0.223143551,90
5767,CCC(C)C,CCCCCCCCCCCCCCCC,-0.305167387,90
5773,CCCCCCCC,C(COCCO)O,4.980863136,90
5784,CCCCCC=C,C(COCCO)O,4.101816577,90
6067,CCCCC=C,CCCCCCCCCCCCCCCC,-0.265268478,90
6092,CCCC=C,CCCCCCCCCCCCCCCC,-0.360969868,90
6101,CCCCCC=C,CCCCCCCCCCCCCCCC,-0.192371893,90
6251,CCC1CCCCC1,C(CCCCCCN)CCCCCN,1.35,90
6253,CCCCCC=C,C(CCCCCCN)CCCCCN,1.37,90
6256,CCCCCC=C,C(CCCCCCN)CCCCCN,1.354803694,90
6280,CC1=CC=CC=C1,CN1CCCC1=O,0.350656872,90
6306,CCCO,CN1CCCC1=O,-0.601479992,90
6311,CCCCC=C,CN1CCCC1=O,1.556037136,90
6331,CCCCC=C,CN1CCCC1=O,1.717395054,90
6351,C1CCCC1,CN1CCCC1=O,1.515127233,90
6358,CCCCCCCCC,C1COCCN1C=O,3.642311818,90
6385,CCCCCCC,C1COCCN1C=O,3.253856794,90
6401,CCCCCC,C1COCCN1C=O,2.975019232,90
6422,CC1=CC=CC=C1,C1COCCN1C=O,0.936093359,90
6728,C1=CC=C(C=C1)Cl,C(CNCCNCCNCCN)N,1.297463147,90
6978,CC(C)O,CN1CCCC1=O,-0.458865885,90
7029,CCCCCCC,C(CCCCCCN)CCCCCN,1.54,90
7032,CCCCCCC,C(CCCCCCN)CCCCCN,1.602816036,90
7034,CC(=O)OC,C(CCCCCCN)CCCCCN,1.04,90
7208,CC1=CC=C(C=C1)C,C(CN(CCO)CCO)N(CCO)CCO,1.978239036,90
7254,C1=CC=C(C=C1)Cl,C(CN(CCO)CCO)N(CCO)CCO,1.439835128,90
7426,CC(C)O,CCCCCCCCCCCCCCCCCCCCCCO,0.151862349,90
7431,CC1=CC=CC=C1,C(CNCCNCCNCCN)N,1.978239036,90
7523,CCCCCC=C,C(COCCOCCO)O,3.313458467,90
7701,CCO,CCCCCCCCCCCCCCCCCCCCCCO,0.287432041,90
8021,CCCCCCC=C,C(COCCO)O,4.414130739,90
8288,C1CCCCC1,C(CCCCCCN)CCCCCN,1.25,90
8377,CCC(=O)OCC,CCCCCCCCCC(=O)CCCCCCCCC,0.061095099,90
8924,CC(=O)OC=C,CCCCCCCCCC(=O)CCCCCCCCC,0.141499562,90
8925,CCCOC(=O)C,CCCCCCCCCC(=O)CCCCCCCCC,0.100749903,90
9018,CC(=O)C,C(CCCCCCN)CCCCCN,1.19,90
9074,C1=CC=CC=C1,C(CCCCCCN)CCCCCN,0.71,90
9076,C1=CC=CC=C1,C(CCCCCCN)CCCCCN,0.712949808,90
9105,C(CO)O,CO,0.277631737,90
9241,CC1=CC=CC=C1,CCCCO,1.01884732,90
9293,CCC1=CC=CC=C1,C(CN(CCO)CCO)N(CCO)CCO,2.211565695,90
9350,CCCCCCCC,C(COCCOCCOCCO)O,3.766978736,90
9381,CO,C1COC(=O)O1,0.999896316,90
9399,CCC(=O)C,CCCCCCCCCCCCCCCCCCCCCCO,0.253866724,90
9515,CC(C)(C)O,CCCCCCCCCCCCCCCCCCCCCCO,0.189793572,90
9518,CCCCCO,C(CNCCNCCNCCN)N,0.438254931,90
9538,CC1=CC=CC=C1C,C(CNCCNCCNCCN)N,2.099244169,90
9610,CCCCCCC=C,C(COCCOCCO)O,3.605769547,90
9656,CCC1=CC=CC=C1,C1CCS(=O)(=O)C1,1.470865263,90
9732,CCCBr,CCCCCCCCCC(=O)CCCCCCCCC,-0.400477567,90
9733,CC(C)CCO,CCCCCCCCCC(=O)CCCCCCCCC,0.557900031,90
9847,CO,CCCCCCCCCCCCCCCCCCCCCCO,0.39877612,90
10117,CCOC(=O)C,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,-0.040821995,90
10390,CCCCC,C1COCCN1C=O,2.727852828,90
10585,CC(C)CC(C)C,CCCCCCCCCCCCCCCC,-0.151986357,90
10598,CCCCC,CCCCCCCCCCCCCCCC,-0.324346057,90
10830,C1COC(=O)O1,CO,0.999896316,90
10899,C1CCCCC1,C(COCCO)O,3.551913599,90
10909,CC(C)O,C(COCCO)O,0.553885113,90
10914,CCCCC#C,C(COCCO)O,2.623943692,90
10916,CCCO,C(COCCO)O,0.553885113,90
10974,CCOC(=O)C,CCCCCCCCCC(=O)CCCCCCCCC,0.142367241,90
10982,CC(C)CC(=O)C,CCCCCCCCCC(=O)CCCCCCCCC,0.062035391,90
10984,C(Cl)(Cl)(Cl)Cl,CCCCCCCCCC(=O)CCCCCCCCC,-0.387134151,90
11079,CCCCCC,C(CCCCCCN)CCCCCN,1.51,90
11081,CCCCCC,C(CCCCCCN)CCCCCN,1.545645779,90
11085,CC#N,C(CCCCCCN)CCCCCN,1.41,90
11156,CCC(=O)C,C(CCCCCCN)CCCCCN,1.05,90
11158,CCC#N,C(CCCCCCN)CCCCCN,1.34,90
11265,CCO,C1COCCN1C=O,-0.089924708,90
11324,CCCCCCC=C,CN1CCCC1=O,1.902107526,90
11366,CCC(=O)C,C(CN(CCO)CCO)N(CCO)CCO,1.736951233,90
11430,CCCCCCC,C(COCCOCCOCCO)O,3.470368904,90
11462,CC=O,C1COC(=O)O1,0.560757993,90
11484,CC(C)CCO,CCCCCCCCCCCCCCCCCCCCCCO,-0.024292693,90
11526,CCC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,-0.478035801,90
11619,CCC(=O)OCC,CCCCCCCCCCCCCCCCCCCCCCO,0.09531018,90
11656,CCOC(=O)C,C(CNCCNCCNCCN)N,2.247072383,90
11662,CC(=O)C,C(CNCCNCCNCCN)N,1.715598108,90
11709,CCCCCCC,C(COCCOCCO)O,4.013532114,90
11711,CCCCCCC,C(COCCOCCO)O,3.776661367,90
11717,CCCCCCCCC,C(COCCOCCO)O,4.635186165,90
11726,CCC1=CC=CC=C1,C(COCCOCCO)O,2.165481614,90
11816,CCCCCC#C,C(COCCO)O,2.96217549,90
11847,CCCCC=O,CCCCCCCCCC(=O)CCCCCCCCC,0.008959741,90
11991,CCCCO,CCCCCCCCCCCCCCCCCCCCCCO,-0.189950584,90
12411,CCCO,C1COCCN1C=O,-0.091019398,90
12433,CO,CN1CCCC1=O,-0.671385689,90
12440,CCO,CN1CCCC1=O,-0.481266822,90
12868,C1COC(=O)O1,C1=CC=CC=C1,1.529961711,90
12870,C(CO)O,C1=CC=CC=C1,3.150168627,90
12987,C1CCCCCC1,C(COCCO)O,3.740285242,90
12990,C1CCCCCCC1,C(COCCO)O,3.955274047,90
12994,CCCCCCC#C,C(COCCO)O,3.297317251,90
12997,CCCCC,C(COCCO)O,3.99249639,90
13041,CCO,CCCCCCCCCC(=O)CCCCCCCCC,0.815807193,90
13048,CC(=O)OC,CCCCCCCCCC(=O)CCCCCCCCC,0.195566784,90
13051,C1=CSC=C1,CCCCCCCCCC(=O)CCCCCCCCC,-0.42007126,90
13053,CCC(=O)CC,CCCCCCCCCC(=O)CCCCCCCCC,0.025667747,90
13126,CCO,C(CCCCCCN)CCCCCN,0.1,90
13127,CCO,C(CCCCCCN)CCCCCN,0.028587457,90
13130,CCCCCCl,C(CCCCCCN)CCCCCN,0.96,90
13133,CCCCCCl,C(CCCCCCN)CCCCCN,0.984696765,90
13202,CCCCC=C,C(CCCCCCN)CCCCCN,1.33,90
13204,CCCCC=C,C(CCCCCCN)CCCCCN,1.33526419,90
13441,CCCO,C(CN(CCO)CCO)N(CCO)CCO,0.173953307,90
13512,CC1=CC=CC=C1,C1COC(=O)O1,1.809926773,90
13532,CCCBr,CCCCCCCCCCCCCCCCCCCCCCO,-0.15665381,90
13682,CCC(=O)CC,CCCCCCCCCCCCCCCCCCCCCCO,0.12398598,90
13722,CCCCO,C(CNCCNCCNCCN)N,0.405465108,90
13730,C1=CC=CC=C1,C(COCCOCCOCCO)O,0.976293984,90
13807,CCCCCCCCCC,C(COCCOCCO)O,4.945441625,90
13835,CCCO,C(COCCOCCO)O,0.270027137,90
13838,CCCC#C,C(COCCO)O,2.317473705,90
13989,C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCCCCCCCCCCCCCO,-0.224394333,90
14044,C1CCCCCC1,C(COCCOCCO)O,2.987195943,90
14283,CCCCC,C(CCCCCCN)CCCCCN,1.5,90
14288,CCCCC,C(CCCCCCN)CCCCCN,1.532556868,90
14305,CCCO,CCCCOP(=O)(OCCCC)OCCCC,-0.891598119,90
14319,CCCC(=O)OCC,CCCCCCCCCC(=O)CCCCCCCCC,0.013902905,90
14338,CO,C1COCCN1C=O,-0.348140041,90
14379,CCCCCC=C,CN1CCCC1=O,1.83736998,90
14576,CCC(C)CC,CN1CCCC1=O,1.975468951,90
14582,CCCC(C)C,CN1CCCC1=O,1.990610328,90
14777,C(CO)O,CC(C)O,0.951657876,90
14787,C1COC(=O)O1,CC(C)O,1.538371464,90
14790,CCCCCO,CC1=CC=CC=C1,1.289232648,90
