Unnamed: 0,Solute_SMILES,Solvent_SMILES,log-gamma,T
13711,CC(C)O,CC(=O)NC,-0.040821995,45
6275,CC1=CC=CC=C1,CN1CCCC1=O,0.39877612,45
18204,CCOC(=O)C,CCCCN(CCCC)C=O,0.248421358,45
17747,CC1=CC(=CC=C1)C,CCCCCCCCCCCCCCCCBr,-0.286349627,45
20484,CCC1=CC=CC=C1,C1=COC(=C1)C=O,1.975468951,45
1133,CCCCCCC,CCCCCCCCCCCCCCCCBr,0.072320662,45
19491,CC(C)C1=CC=CC=C1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-0.229413164,45
6161,CC1=CC=CC=C1,CCO,1.829376333,45
19472,CC1=CC(=CC=C1)O,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,2.293544348,45
14634,CC(=O)OC,CCCCN(CCCC)C=O,0.2390169,45
2095,CC#N,CCCCN(CCCC)C=O,0.122217633,45
8693,CC(=O)C,CCCCN(CCCC)C=O,0.048790164,45
10464,CC(C)O,CCCCCC,2.93385687,45
11598,C1COCCO1,CC(=O)NC,0.88376754,45
10707,C1=CC=NC=C1,CC(=O)NC,0.425267735,45
19820,CCOC(C)(C)C,CC(=O)NC,1.809271894,45
14722,CC(=O)OC=C,CS(=O)C,1.01523068,45
17242,COC=O,CC(=O)NC,0.754712536,45
10670,CCC1=CC=CC=C1,CC(=O)NC,1.595947322,45
18393,C1CC=CC=C1,CN1CCCC1=O,1.078409581,45
1053,CCO,CCCCCCCC,3.437207819,45
13400,C1CCOC1,CCCCCCCCCCCC(=O)N(CC)CC,-0.441610555,45
2137,CC(=O)OC=C,CCNC=O,1.022450928,45
1733,C(Cl)(Cl)Cl,CCCCO,0.336472237,45
4835,C(C(F)(F)F)(Cl)Br,CC(Cl)(Cl)Cl,0.035367144,45
15548,CCO,CCNC=O,0.019802627,45
12709,C1CCCCC1,CC(=O)NC,2.231089091,45
8274,CCCCCCC,CCCCO,1.684545385,45
5885,CCCCCCC,C(CCl)Cl,1.492904096,45
2491,C1CCOC1,CCN1CCCC1=O,0.322083499,45
7616,CCCCCCCCC,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,-0.371063681,45
1097,CC1=CC=CC=C1C,CCCCCCCCCCCCCCCCCl,-0.265268478,45
761,C1=CC=CC=C1,CCCCCCCCCCCCCCCCCC,-0.076881044,45
7543,CCCCC,CCCCCO,1.305626458,45
3035,C(=S)=S,CCCCOP(=O)(OCCCC)OCCCC,-0.105360516,45
10939,CCCCCC,CCCCCCCCCCCCCCCCCC,-0.153151179,45
7365,C1CCC=CC1,CC(=O)NC,1.85442123,45
4284,CCC1=CC=CC=C1,CO,2.501435952,45
13346,CCCCCCCC,CCN1CCCC1=O,2.243896097,45
16474,CCO,CCCCN(CCCC)C=O,-0.177931208,45
1095,CC1=CC=CC=C1,CCCCCCCCCCCCCCCCI,-0.28103753,45
8702,C(Cl)(Cl)Cl,CCCCN(CCCC)C=O,-1.655481851,45
14627,CCC(=O)C,CC(=O)NC,0.779324877,45
12735,CCCCCCC=C,CS(=O)C,4.044804117,45
306,C1=CC=CC=C1,CN1CCCC1=O,0.329303747,45
4986,CC(=O)C,C(=S)=S,1.972691172,45
2101,C1COCCO1,CCCCN(CCCC)C=O,0.076961041,45
725,CC1=CC=CC=C1,CC#N,1.360976553,45
19288,C1=CC=CC=C1,CCCCCCCCCCCCCCCCBr,-0.293029679,45
16666,CC=O,C1CCC(=O)OCC1,0.157003749,45
272,CCCCCC,CC(=O)C,1.690095815,45
